feedback_id,user_id,property_id,inspection_date,feedback_date,liking_text,disliking_text,property_condition_rating,agent_interaction_rating,overall_experience_rating
F1162,U019,P009,2024-08-10 16:31:48.288790,2024-08-16 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",4,2,1
F6892,U010,P013,2024-07-16 16:31:48.288790,2024-07-18 16:31:48.288790,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,1,4,3
F7061,U004,P008,2024-07-24 16:31:48.288790,2024-07-25 16:31:48.288790,I loved the spacious living area and the modern kitchen.,The neighborhood does not seem safe.,3,2,4
F4608,U019,P018,2024-07-22 16:31:48.288790,2024-07-23 16:31:48.288790,The layout of the house is very practical.,I’m not a fan of the interior design.,4,4,1
F6019,U019,P002,2024-08-09 16:31:48.288790,2024-08-10 16:31:48.288790,The community around the property is very friendly.,The backyard is too small.,1,2,5
F8245,U011,P006,2024-07-15 16:31:48.288790,2024-07-22 16:31:48.288790,"It's close to my workplace, which is very convenient.",It’s too far from public transport and schools.,1,2,5
F9586,U006,P015,2024-08-02 16:31:48.288790,2024-08-04 16:31:48.288790,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,4,4,5
F5625,U001,P016,2024-08-10 16:31:48.288790,2024-08-16 16:31:48.288790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,1,4,5
F9491,U015,P010,2024-07-30 16:31:48.288790,2024-08-04 16:31:48.288790,The views from the balcony are amazing.,"The location is not ideal, too far from the city center.",5,1,5
F9634,U020,P002,2024-08-10 16:31:48.288790,2024-08-14 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",I’m not a fan of the interior design.,4,3,4
F7178,U015,P003,2024-08-02 16:31:48.288790,2024-08-04 16:31:48.288790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,3,3,3
F2162,U001,P002,2024-07-16 16:31:48.288790,2024-07-19 16:31:48.288790,The views from the balcony are amazing.,It lacks modern features and feels outdated.,5,4,5
F1161,U013,P013,2024-07-25 16:31:48.288790,2024-07-25 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,1,2,5
F6357,U020,P005,2024-08-02 16:31:48.288790,2024-08-07 16:31:48.288790,I loved the spacious living area and the modern kitchen.,The area is too noisy.,4,4,5
F9923,U002,P003,2024-07-31 16:31:48.288790,2024-07-31 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,2,1,1
F3827,U008,P017,2024-07-18 16:31:48.288790,2024-07-25 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,3,5,4
F5053,U016,P016,2024-07-26 16:31:48.288790,2024-07-30 16:31:48.288790,I appreciate the energy-efficient features of this property.,I’m not a fan of the interior design.,5,5,4
F1588,U001,P002,2024-07-20 16:31:48.288790,2024-07-22 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,I don't like the layout of the property.,5,4,3
F2507,U006,P011,2024-08-07 16:31:48.288790,2024-08-14 16:31:48.288790,The views from the balcony are amazing.,It lacks modern features and feels outdated.,5,3,4
F5889,U011,P003,2024-07-21 16:31:48.288790,2024-07-23 16:31:48.288790,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,4,5,5
F8815,U017,P006,2024-08-03 16:31:48.288790,2024-08-08 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The area is too noisy.,5,1,3
F2863,U006,P012,2024-07-28 16:31:48.288790,2024-07-31 16:31:48.288790,This property feels like a place I could call home.,I’m not a fan of the interior design.,2,1,1
F6687,U020,P016,2024-08-06 16:31:48.288790,2024-08-06 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,4,3,2
F7831,U011,P014,2024-07-25 16:31:48.288790,2024-07-25 16:31:48.288790,The views from the balcony are amazing.,I’m not a fan of the interior design.,4,1,3
F9684,U008,P016,2024-07-25 16:31:48.288790,2024-08-01 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",There are too few parking spaces available.,2,4,3
F4351,U018,P013,2024-08-07 16:31:48.288790,2024-08-09 16:31:48.288790,The views from the balcony are amazing.,I’m not a fan of the interior design.,2,3,3
F8983,U019,P011,2024-07-29 16:31:48.288790,2024-08-03 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",4,5,2
F4132,U001,P002,2024-08-01 16:31:48.289772,2024-08-05 16:31:48.289772,I loved the spacious living area and the modern kitchen.,The area is too noisy.,4,3,4
F8965,U014,P011,2024-07-30 16:31:48.289772,2024-08-05 16:31:48.289772,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,5,4,3
F2497,U006,P003,2024-07-25 16:31:48.289772,2024-07-27 16:31:48.289772,The community around the property is very friendly.,It’s too far from public transport and schools.,3,3,2
F1050,U006,P006,2024-08-01 16:31:48.289772,2024-08-08 16:31:48.289772,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,2,1,5
F6301,U002,P001,2024-08-05 16:31:48.289772,2024-08-10 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",There are too few parking spaces available.,4,4,1
F7030,U004,P019,2024-07-19 16:31:48.289772,2024-07-23 16:31:48.289772,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",4,3,2
F9518,U003,P019,2024-07-28 16:31:48.289772,2024-08-04 16:31:48.289772,This property feels like a place I could call home.,There are too few parking spaces available.,2,1,4
F7984,U003,P006,2024-07-29 16:31:48.289772,2024-08-01 16:31:48.289772,"The property is in a great location, close to public transport and schools.",The backyard is too small.,2,3,5
F8694,U019,P018,2024-08-06 16:31:48.289772,2024-08-07 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",I’m not a fan of the interior design.,1,5,5
F6882,U020,P008,2024-07-19 16:31:48.289772,2024-07-20 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",The property is too expensive for my budget.,2,1,2
F2454,U005,P017,2024-08-07 16:31:48.289772,2024-08-13 16:31:48.289772,"It's close to my workplace, which is very convenient.",The property is too expensive for my budget.,1,2,5
F1480,U004,P003,2024-07-20 16:31:48.289772,2024-07-23 16:31:48.289772,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,2,3,2
F8927,U009,P016,2024-08-08 16:31:48.289772,2024-08-12 16:31:48.289772,I loved the spacious living area and the modern kitchen.,The rooms are smaller than I expected.,3,3,1
F9289,U015,P011,2024-08-12 16:31:48.289772,2024-08-15 16:31:48.289772,The community around the property is very friendly.,The property requires too many repairs.,3,4,2
F5202,U017,P016,2024-07-25 16:31:48.289772,2024-07-30 16:31:48.289772,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,3,5,5
F4821,U011,P004,2024-07-19 16:31:48.289772,2024-07-26 16:31:48.289772,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,4,3,5
F5867,U014,P016,2024-08-09 16:31:48.289772,2024-08-13 16:31:48.289772,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,1,4,5
F4970,U010,P001,2024-07-15 16:31:48.289772,2024-07-20 16:31:48.289772,I appreciate the energy-efficient features of this property.,I’m not a fan of the interior design.,4,4,3
F6145,U014,P017,2024-08-13 16:31:48.289772,2024-08-15 16:31:48.289772,I loved the spacious living area and the modern kitchen.,The backyard is too small.,5,3,3
F2000,U001,P003,2024-07-22 16:31:48.289772,2024-07-23 16:31:48.289772,"It's close to my workplace, which is very convenient.",I don't like the layout of the property.,1,4,2
F1839,U013,P007,2024-07-21 16:31:48.289772,2024-07-27 16:31:48.289772,The views from the balcony are amazing.,The property is too expensive for my budget.,2,2,1
F2964,U016,P014,2024-08-07 16:31:48.289772,2024-08-07 16:31:48.289772,The layout of the house is very practical.,The property requires too many repairs.,1,5,3
F5241,U018,P002,2024-07-27 16:31:48.289772,2024-07-27 16:31:48.289772,I loved the spacious living area and the modern kitchen.,There are too few parking spaces available.,3,1,5
F1147,U009,P014,2024-07-24 16:31:48.289772,2024-07-25 16:31:48.289772,"It's close to my workplace, which is very convenient.",The neighborhood does not seem safe.,1,1,1
F4380,U009,P012,2024-07-31 16:31:48.289772,2024-08-03 16:31:48.289772,"It's close to my workplace, which is very convenient.",The property is too expensive for my budget.,5,5,1
F8429,U013,P005,2024-07-19 16:31:48.289772,2024-07-22 16:31:48.289772,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,1,5,1
F1701,U013,P006,2024-07-19 16:31:48.289772,2024-07-20 16:31:48.289772,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",4,4,2
F2509,U017,P011,2024-08-11 16:31:48.289772,2024-08-15 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,5,1,3
F7509,U004,P015,2024-07-15 16:31:48.289772,2024-07-17 16:31:48.289772,This property feels like a place I could call home.,The backyard is too small.,5,2,1
F7709,U007,P005,2024-07-16 16:31:48.289772,2024-07-21 16:31:48.289772,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,1,4,4
F9544,U019,P005,2024-07-20 16:31:48.289772,2024-07-22 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",4,1,1
F1063,U010,P004,2024-07-16 16:31:48.289772,2024-07-23 16:31:48.289772,This property feels like a place I could call home.,The area is too noisy.,4,5,2
F1712,U001,P013,2024-07-29 16:31:48.289772,2024-08-04 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",The area is too noisy.,1,2,1
F3091,U010,P007,2024-08-03 16:31:48.289772,2024-08-03 16:31:48.289772,"It's close to my workplace, which is very convenient.",I don't like the layout of the property.,1,4,2
F3773,U001,P001,2024-08-08 16:31:48.289772,2024-08-12 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,5,3,1
F1943,U005,P005,2024-07-27 16:31:48.289772,2024-07-29 16:31:48.289772,I appreciate the energy-efficient features of this property.,The rooms are smaller than I expected.,5,3,5
F1268,U016,P019,2024-07-26 16:31:48.289772,2024-07-29 16:31:48.289772,"The property is in a great location, close to public transport and schools.",I don't like the layout of the property.,1,3,5
F4701,U018,P008,2024-07-23 16:31:48.289772,2024-07-24 16:31:48.289772,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",4,3,5
F8016,U015,P015,2024-07-26 16:31:48.289772,2024-08-01 16:31:48.289772,The community around the property is very friendly.,"The location is not ideal, too far from the city center.",2,2,3
F3591,U019,P016,2024-07-24 16:31:48.289772,2024-07-28 16:31:48.289772,I appreciate the energy-efficient features of this property.,The property requires too many repairs.,4,2,3
F4373,U014,P004,2024-08-05 16:31:48.289772,2024-08-08 16:31:48.289772,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,1,1,1
F4884,U009,P015,2024-07-23 16:31:48.289772,2024-07-28 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",2,4,5
F8978,U016,P007,2024-08-09 16:31:48.289772,2024-08-09 16:31:48.289772,I loved the spacious living area and the modern kitchen.,The property requires too many repairs.,1,1,3
F3722,U014,P019,2024-07-19 16:31:48.289772,2024-07-22 16:31:48.289772,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,3,2,3
F7191,U007,P020,2024-07-28 16:31:48.289772,2024-07-29 16:31:48.289772,This property feels like a place I could call home.,The property is too expensive for my budget.,5,1,1
F1027,U009,P015,2024-07-30 16:31:48.289772,2024-07-30 16:31:48.289772,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,3,2,2
F7038,U018,P016,2024-08-13 16:31:48.289772,2024-08-15 16:31:48.289772,The community around the property is very friendly.,The area is too noisy.,4,2,1
F7132,U001,P018,2024-08-09 16:31:48.289772,2024-08-11 16:31:48.289772,I loved the spacious living area and the modern kitchen.,I’m not a fan of the interior design.,2,5,4
F7342,U010,P015,2024-07-23 16:31:48.289772,2024-07-26 16:31:48.289772,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,4,4,3
